id	label	description	x	y	cluster	weight<Links>	weight<Total link strength>	weight<No. of pub. (2000-2018)>	score<Avg. pub. year>
66	66	"<table><tr><td>Meso-level field:</td><td>66</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Journals:</td><td>drug and alcohol dependence; alcoholism-clinical and experimental research; addiction; addictive behaviors; substance use & misuse</td></tr><tr><td>Terms:</td><td>aldehyde dehydrogenase; prenatal alcohol exposure; wernicke; buprenorphine; fetal alcohol spectrum disorder</td></tr></table>"	-0.5572	0.5257	2	766	882728	65494	2009.9369
67	67	"<table><tr><td>Meso-level field:</td><td>67</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering</td></tr><tr><td>Journals:</td><td>applied physics letters; journal of applied physics; ferroelectrics; physical review b; ceramics international</td></tr><tr><td>Terms:</td><td>free ceramic; morphotropic phase boundary; free piezoelectric ceramic; xpbtio; cacu3ti4o12 ceramic</td></tr></table>"	1.0689	-0.2955	3	693	433875	65479	2010.098
68	68	"<table><tr><td>Meso-level field:</td><td>68</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering</td></tr><tr><td>Journals:</td><td>tetrahedron letters; acta crystallographica section e-crystallographic communications; journal of heterocyclic chemistry; synthetic communications; tetrahedron</td></tr><tr><td>Terms:</td><td>biginelli reaction; dihydropyrimidin; hantzsch; evodiamine; thiazolidinone</td></tr></table>"	0.4712	-0.4532	3	754	924577	65059	2010.0487
69	69	"<table><tr><td>Meso-level field:</td><td>69</td></tr><tr><td>Main fields:</td><td>Life and earth sciences</td></tr><tr><td>Journals:</td><td>marine ecology progress series; zootaxa; journal of experimental marine biology and ecology; marine biology; plos one</td></tr><tr><td>Terms:</td><td>demospongiae; porifera; scleractinia; polychaeta; syllidae</td></tr></table>"	0.1185	0.0078	4	760	812115	64277	2010.1662
70	70	"<table><tr><td>Meso-level field:</td><td>70</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering</td></tr><tr><td>Journals:</td><td>engineering fracture mechanics; composite structures; international journal of fatigue; international journal of solids and structures; composites part a-applied science and manufacturing</td></tr><tr><td>Terms:</td><td>interface crack; piezoelectric material; composite laminate; adhesively; textile composite</td></tr></table>"	1.0407	-0.0751	3	733	400678	63705	2009.922
71	71	"<table><tr><td>Meso-level field:</td><td>71</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering</td></tr><tr><td>Journals:</td><td>acta crystallographica section e-crystallographic communications; inorganic chemistry; inorganica chimica acta; polyhedron; dalton transactions</td></tr><tr><td>Terms:</td><td>ribonucleotide reductase; pyridinolysis; oxovanadium; oxaliplatin; mri contrast agent</td></tr></table>"	0.5031	-0.4273	3	758	983156	63705	2009.1911
72	72	"<table><tr><td>Meso-level field:</td><td>72</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering</td></tr><tr><td>Journals:</td><td>physical review b; applied physics letters; carbon; nano letters; journal of physical chemistry c</td></tr><tr><td>Terms:</td><td>graphene field effect transistor; graphite oxide; bilayer graphene; phosphorene; graphene growth</td></tr></table>"	0.9818	-0.2878	3	751	1374994	63698	2013.7443
73	73	"<table><tr><td>Meso-level field:</td><td>73</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering</td></tr><tr><td>Journals:</td><td>journal of applied physics; physical review b; journal of magnetism and magnetic materials; ieee transactions on magnetics; applied physics letters</td></tr><tr><td>Terms:</td><td>nd fe b; perpendicular recording; magnetic tunnel junction; spin transfer torque; spin torque oscillator</td></tr></table>"	1.1403	-0.2259	3	668	379970	63314	2009.0889
74	74	"<table><tr><td>Meso-level field:</td><td>74</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering</td></tr><tr><td>Journals:</td><td>journal of power sources; international journal of hydrogen energy; electrochimica acta; journal of the electrochemical society; journal of materials chemistry a</td></tr><tr><td>Terms:</td><td>direct methanol fuel cell; proton exchange membrane fuel cell; vanadium redox flow battery; sulfonated poly; polymer electrolyte fuel cell</td></tr></table>"	0.935	-0.3105	3	738	961524	62927	2012.2263
75	75	"<table><tr><td>Meso-level field:</td><td>75</td></tr><tr><td>Main fields:</td><td>Social sciences and humanities; Life and earth sciences</td></tr><tr><td>Journals:</td><td>journal of archaeological science; quaternary international; american journal of physical anthropology; journal of human evolution; journal of forensic sciences</td></tr><tr><td>Terms:</td><td>archaeology; rock art; xenarthra; consanguinity; str loci</td></tr></table>"	0.0551	0.0987	1	775	535099	62609	2010.5615
76	76	"<table><tr><td>Meso-level field:</td><td>76</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering; Life and earth sciences</td></tr><tr><td>Journals:</td><td>journal of geophysical research-space physics; astrophysical journal; advances in space research; astronomy & astrophysics; solar physics</td></tr><tr><td>Terms:</td><td>solar cycle; coronal mass ejection; substorm; sunspot; sun</td></tr></table>"	1.2402	0.0482	3	607	187433	62151	2009.4351
77	77	"<table><tr><td>Meso-level field:</td><td>77</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Journals:</td><td>nephrology dialysis transplantation; kidney international; american journal of kidney diseases; peritoneal dialysis international; journal of the american society of nephrology</td></tr><tr><td>Terms:</td><td>peritoneal sclerosis; contrast induced nephropathy; alport syndrome; peritoneal dialysis catheter; neutrophil gelatinase</td></tr></table>"	-0.7763	-0.0594	2	762	945139	62065	2010.3322
78	78	"<table><tr><td>Meso-level field:</td><td>78</td></tr><tr><td>Main fields:</td><td>Social sciences and humanities</td></tr><tr><td>Journals:</td><td>economics of education review; journal of marriage and family; labour economics; international journal of educational development; demographic research</td></tr><tr><td>Terms:</td><td>contraceptive use; work family conflict; student achievement; parental divorce; workaholism</td></tr></table>"	-0.2906	0.8188	1	740	539332	61418	2010.3904
79	79	"<table><tr><td>Meso-level field:</td><td>79</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Journals:</td><td>hypertension; journal of hypertension; american journal of hypertension; journal of human hypertension; hypertension research</td></tr><tr><td>Terms:</td><td>primary aldosteronism; renal denervation; resistant hypertension; central blood pressure; cyp11b2</td></tr></table>"	-0.7606	-0.0091	2	767	990219	60401	2009.9219
80	80	"<table><tr><td>Meso-level field:</td><td>80</td></tr><tr><td>Main fields:</td><td>Mathematics and computer science</td></tr><tr><td>Journals:</td><td>european journal of operational research; international journal of production research; international journal of production economics; computers & operations research; lecture notes in computer science</td></tr><tr><td>Terms:</td><td>vehicle routing problem; single machine scheduling; inventory model; retailer; job shop scheduling problem</td></tr></table>"	0.8344	0.4559	5	748	377823	60194	2010.8196
81	81	"<table><tr><td>Meso-level field:</td><td>81</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering</td></tr><tr><td>Journals:</td><td>journal of luminescence; optical materials; journal of alloys and compounds; optics express; optics letters</td></tr><tr><td>Terms:</td><td>phosphor; eu2; upconversion luminescence; ce3; spin hamiltonian parameter</td></tr></table>"	1.0254	-0.3061	3	735	465456	60099	2010.9096
82	82	"<table><tr><td>Meso-level field:</td><td>82</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering</td></tr><tr><td>Journals:</td><td>ceramics international; journal of the european ceramic society; journal of the american ceramic society; materials science and engineering a-structural materials properties microstructure and processing; journal of materials science</td></tr><tr><td>Terms:</td><td>c c composite; gelcasting; kaolin; chemical vapor infiltration; colloidal processing</td></tr></table>"	1.0351	-0.2506	3	746	492819	59787	2009.484
83	83	"<table><tr><td>Meso-level field:</td><td>83</td></tr><tr><td>Main fields:</td><td>Social sciences and humanities; Biomedical and health sciences</td></tr><tr><td>Journals:</td><td>journal of the american academy of child and adolescent psychiatry; journal of abnormal child psychology; journal of child and family studies; child development; developmental psychology</td></tr><tr><td>Terms:</td><td>developmental coordination disorder; school bullying; adult attention deficit hyperactivity disorder; cyberbullying; selective mutism</td></tr></table>"	-0.5237	0.6103	1	735	1024188	59781	2010.7702
84	84	"<table><tr><td>Meso-level field:</td><td>84</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering</td></tr><tr><td>Journals:</td><td>optics express; ieee photonics technology letters; journal of lightwave technology; optics letters; optics communications</td></tr><tr><td>Terms:</td><td>long period fiber grating; photonic generation; polarization mode dispersion; fiber bragg grating; fbg sensor</td></tr></table>"	1.1638	-0.1011	3	718	260499	59655	2010.603
85	85	"<table><tr><td>Meso-level field:</td><td>85</td></tr><tr><td>Main fields:</td><td>Life and earth sciences</td></tr><tr><td>Journals:</td><td>palaeogeography palaeoclimatology palaeoecology; marine and petroleum geology; sedimentary geology; organic geochemistry; geology</td></tr><tr><td>Terms:</td><td>brachiopoda; ammonoidea; upper ordovician; end permian mass extinction; crinoidea</td></tr></table>"	0.5462	0.0737	4	762	577179	59488	2010.3012
86	86	"<table><tr><td>Meso-level field:</td><td>86</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering; Life and earth sciences</td></tr><tr><td>Journals:</td><td>journal of hazardous materials; desalination and water treatment; chemical engineering journal; journal of colloid and interface science; environmental science & technology</td></tr><tr><td>Terms:</td><td>co2 capture; co2 adsorption; basic dye; methylene blue adsorption; chemical activation</td></tr></table>"	0.6367	-0.243	3	746	1015721	58945	2011.3866
87	87	"<table><tr><td>Meso-level field:</td><td>87</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering</td></tr><tr><td>Journals:</td><td>carbon; applied physics letters; physical review b; nanotechnology; journal of physical chemistry c</td></tr><tr><td>Terms:</td><td>hydrogen storage; carbon nanotube growth; nonlocal elasticity theory; single walled carbon nanotube; carbon nanotube field effect transistor</td></tr></table>"	0.9471	-0.2698	3	768	1098503	58813	2010.4473
88	88	"<table><tr><td>Meso-level field:</td><td>88</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences; Physical sciences and engineering</td></tr><tr><td>Journals:</td><td>clinical oral implants research; international journal of oral & maxillofacial implants; biomaterials; journal of materials science-materials in medicine; journal of biomedical materials research part a</td></tr><tr><td>Terms:</td><td>vitro bioactivity; po4; bone tissue engineering; mandibular overdenture; apatite</td></tr></table>"	-0.3718	-0.0556	2	773	870835	58764	2010.8651
89	89	"<table><tr><td>Meso-level field:</td><td>89</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Journals:</td><td>journal of cataract and refractive surgery; cornea; investigative ophthalmology & visual science; journal of refractive surgery; ophthalmology</td></tr><tr><td>Terms:</td><td>keratoconus; dry eye; endothelial keratoplasty; periostin; lasik</td></tr></table>"	-0.6253	-0.1273	2	761	363538	58575	2010.3303
90	90	"<table><tr><td>Meso-level field:</td><td>90</td></tr><tr><td>Main fields:</td><td>Life and earth sciences; Physical sciences and engineering</td></tr><tr><td>Journals:</td><td>water resources research; journal of hydrology; environmental earth sciences; journal of petroleum science and engineering; hydrogeology journal</td></tr><tr><td>Terms:</td><td>wettability alteration; submarine groundwater discharge; heterogeneous porous medium; enhanced oil recovery; groundwater vulnerability</td></tr></table>"	0.6314	0.0764	4	753	603813	58231	2011.0716
91	91	"<table><tr><td>Meso-level field:</td><td>91</td></tr><tr><td>Main fields:</td><td>Life and earth sciences</td></tr><tr><td>Journals:</td><td>fisheries research; ices journal of marine science; marine ecology progress series; marine policy; journal of fish biology</td></tr><tr><td>Terms:</td><td>cephalopoda; length weight relationship; posidonia oceanica; rajidae; otolith</td></tr></table>"	0.1174	0.0317	4	755	610326	58190	2010.5225
92	92	"<table><tr><td>Meso-level field:</td><td>92</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Journals:</td><td>breast cancer research and treatment; breast; annals of surgical oncology; journal of clinical oncology; cancer</td></tr><tr><td>Terms:</td><td>mammographic density; breast density; breast conserving surgery; breast cancer screening; ductal carcinoma</td></tr></table>"	-0.8425	-0.183	2	754	822656	58118	2010.6753
